Username,FollowLength,IsFollower,BatName,BatGender,BatColor,0
xAurionZz,81765348,1,Aura,Female,Red,0
bosspro1,81165877,1,Vulkan,Male,Black,0
FearEmpty,79364534,1,Wingnut,Male,Black,0
midnight_phantom1,79362007,1,Mothra,Male,Brown,0
chromeking23,78828062,1,Mittens,Female,Black,0
hybridofficial,78825647,1,Butch,Male,Black,0
desiigner_1panda,78825639,1,Dawnstar,Female,Brown,0
towerofpimps0603,78820034,1,Dexter,Male,Black,0
dRAGoNwinchester,76763662,0,Equina,Female,Black,0
cooljay118,78305046,1,Star,Female,Brown,0
LukesterGaming,77995793,1,Velvet,Female,Red,1
TheLilocean_B,77968437,1,Aine,Female,Black,0
DarkChika,77968413,1,Brutus,Male,Black,0
BloodDragon262626,77968385,1,Grey,Male,Brown,0
SlothHipster,77918000,1,Baxter,Male,Black,0
realkipisbae,62282818,0,Violet,Female,Black,0
GamerGirlIcy,65020450,0,Vladimir,Male,Brown,0
Locoman101,77786692,1,Angel,Male,Black,0
Rick_C_C_100,62191323,0,Lockjaw,Male,Black,0
brickmountainfire,77625884,1,Nightmare,Male,Brown,0
LilGamerHelle,77624753,1,Brutus,Male,Red,1
jeremeister06,77538885,1,Wingnut,Male,Black,0
Lukerrino200,77349396,1,Skye,Female,Black,1
wcarterh,63525915,0,Vulkan,Male,Brown,0
Flo1489,77057381,1,Sage,Female,Black,0
Clawsom,76323332,1,Butch,Male,Black,0
IAmTonyAMA,75827597,1,Aura,Female,Brown,0
captain_lxgan,75553570,1,Ruth,Female,Black,0
lolcatface4562,75551410,1,Giggles,Female,Black,0
ilovry,75539879,1,Butch,Male,Brown,0
Urodriguez3,74945842,1,Midnight,Male,Black,0
shiftymurderess,74511057,1,Nibbles,Female,Red,0
wittyguycific,73933477,1,Sonar,Male,Black,0
Firefly405,73911526,1,Dexter,Male,Brown,0
MelodyofWolf,73310134,1,Azar,Male,Black,0
Jibbadizer,73295890,1,Vulkan,Male,Black,0
PhatMale,73292145,1,Impaler,Male,Brown,0
xSCRAPx,73048973,1,Nyx,Male,Black,0
vanheestbeest,72680045,1,Azurys,Female,Black,0
RandomMarieChick,72621845,1,Dimitri,Male,Brown,0
aileeplays,72093537,1,Skylar,Female,Red,0
mrkingthink1,70880111,1,Basil,Male,Black,0
foxzoolm,70876495,1,Skylar,Female,Black,0
rezgod666jr,70292929,1,Vladimir,Male,Brown,0
cincy_moto,55955135,0,Giggles,Female,Black,0
zigersquad,70284581,1,Cookie,Female,Black,0
jayfeather_12_7,70218399,1,Spectre,Male,Brown,0
themememic,69886029,1,Sabath,Male,Black,0
the_vytcka,68833690,1,Guano,Male,Black,0
SkippyLT,68833687,1,Harmony,Female,Brown,0
lunx_tremor,67835648,1,Cerulean,Female,Red,0
killer69691010,67835562,1,Fuzz,Male,Black,0
Manicminer51,67831626,1,Booboo,Male,Black,0
mrderpy01,67830762,1,Trixy,Female,Brown,0
Lokbatch,67825459,1,Azar,Male,Black,0
cakepuppy89,67695515,1,Sabath,Male,Black,0
xXBryton,67680890,1,Dawnstar,Female,Brown,0
mikeyhendry6,67679553,1,Shade,Female,Black,0
KatCallMe,62459415,0,Scarlett,Female,Black,0
coreygamingcg,52927883,0,Lucy,Female,Brown,0
m0rrisson,53601687,0,Mothra,Male,Black,0
Umbuku,66696557,1,Equina,Female,Red,0
Kbigliar,65901177,1,PraiseIt,Female,Red,0
paxgp,65500521,1,Nightmare,Male,Brown,0
SunniNorr,65500321,1,Sabath,Male,Black,0
I_Love_Hu_Jass,64869389,1,Angel,Male,Black,0
addsis1,64863570,1,Screech,Male,Brown,0
AshiesCorner,64264901,1,Shade,Female,Black,0
totallynotavoidingaban,63993302,1,Mothra,Male,Black,0
Cirekon,63733465,1,Tiberius,Male,Brown,1
cutesnowboardgirl,63058422,1,Scarlett,Female,Red,0
IvanaBCroftin,62444888,1,Twilight,Female,Black,0
crowdctrltv,61633496,1,Darth,Male,Black,0
ldikjfghdsfighsd,61331429,1,Rhyme,Female,Brown,0
botdream4black2,61326507,1,Sabath,Male,Black,0
levelupers,61236998,1,Echo,Female,Black,0
Elias_Jen,61223669,1,Haze,Female,Brown,0
kermisfan1,61081438,1,Equinox,Female,Black,0
classicdgamer,48305259,0,Dimitri,Male,Black,0
Willie_Phisterbottom,61078598,1,Vladimir,Male,Brown,0
Lungslife,61078515,1,Guano,Male,Red,0
AlphyTheGamer,61056980,1,Ripmaw,Male,Black,0
Mr_Waffle_man321,61055442,1,Aura,Female,Black,0
rosie_cheeks,60822070,1,Illumina,Female,Brown,0
TM_Pengu,48045619,0,Fuzz,Male,Black,0
kiah_linstrum,60634044,1,Trixy,Female,Black,0
deathkills3344,60447421,1,Tiberius,Male,Brown,0
t3chn0_blaziken,60447222,1,Screech,Male,Black,0
it_kiwi,60445127,1,Star,Female,Black,0
koid,46649849,0,Rhyme,Female,Brown,0
EDancning,60436972,1,Equina,Female,Red,0
Iawesomekid266,60436855,1,Moon,Male,Black,0
BuddyB2323,60436780,1,Aine,Female,Black,0
Jo_macia26,60388538,1,Shine,Female,Brown,0
Timk1999,60187257,1,Echo,Female,Black,0
Riannederijk,60187139,1,Shade,Female,Black,0
zombiecallum,60183517,1,Vladimir,Male,Brown,0
gamergirl_17ko,60029681,1,Dot,Female,Black,0
Silthulhu,60006022,1,Darth,Male,Black,0
spaztic_bananas97,60003079,1,Abby,Female,Brown,0
DiamondBlockDude,60003066,1,Nugget,Female,Red,0
Chewittz,60002970,1,Dimitri,Male,Black,0
craftbuilds,59915117,1,Vulkan,Male,Black,0
Zeta_The_Dragon,59703502,1,Drake,Male,Brown,0
pencilface252,59424475,1,Bandetta,Female,Black,0
patrickc178,59415485,1,Ruth,Female,Black,0
Celestrine,58639202,1,Abby,Female,Brown,0
Vlogical123,58626407,1,Guano,Male,Black,0
Yachts4ever,58214837,1,Lady,Female,Black,0
swaggzilla123,58214776,1,Angel,Female,Brown,0
QuirkyGeek17,57249994,1,Angel,Male,Red,1
JC747,13239115,1,Nibbles,Female,Black,0
bassikovvv,57003924,1,Impaler,Male,Black,0
Jamjardavies,56393893,1,Screech,Male,Brown,0
BehSl81,56383816,1,Rhyme,Female,Black,0
NiceGuyW0lfe,55178570,1,Morning,Female,Black,0
way_better_than_you,55160098,1,Baxter,Male,Brown,0
catboy60,55002664,1,Illumina,Female,Black,0
Overlord9K,54991445,1,Skylar,Female,Black,0
SGTSparkelzlol,54908138,1,Orion,Male,Brown,0
PascoalMusic,54326901,0,Flutters,Female,Red,0
graybeast00,54451658,1,Drake,Male,Black,0
xTrickShotProx,53969454,1,Thanatos,Male,Black,0
RENBE238,53747483,1,Rascal,Male,Brown,0
rok_246,53712187,1,Vladimir,Male,Black,0
Markcon5805,53710716,1,Shadow,Male,Black,0
Butlins_CEO,53709435,1,Cole,Male,Brown,0
exrthxo,53698423,1,Dot,Female,Black,0
han7800,53690176,1,Cole,Male,Black,0
chilimilivanili7,53686148,1,Skye,Female,Brown,0
TeamAquaDoodz,53666204,1,Shadow,Male,Red,0
mrwilleking,48631641,0,Star,Female,Black,0
Kmartinator,53386744,1,Ivy,Female,Black,0
L1L4ndT4sty,53373381,1,Baxter,Male,Brown,0
NotedBinkie9727,53373352,1,Wingnut,Male,Black,1
Level1Nerd,53373345,1,Darth,Male,Black,0
B1g4ndT4sty,53373293,1,Cerulean,Female,Brown,0
ad9836,53373236,1,Bandetta,Female,Black,0
Duchess118,40599286,0,Shrike,Male,Black,0
bikosalien,53372858,1,Blues,Male,Brown,0
jaygoddard99,53372335,1,Ivy,Female,Red,0
theangrybiird,53370824,1,Dawnstar,Female,Black,0
ii_itz_swag_ii,53368055,1,Nibbles,Female,Black,0
wickedsnorlax,53367749,1,Basil,Male,Brown,0
DianiteOurLordAndSaviour,53367504,1,Dawnstar,Female,Black,0
footylover09,53367250,1,Butch,Male,Black,0
KomaKrazyXD,53366663,1,Shadow,Male,Brown,0
Trozas,53365166,1,Archangel,Male,Black,0
SurroundedByTrees,53222632,1,Blues,Male,Black,0
Lott__,52770833,1,Grey,Male,Brown,0
MagicalPal,52768967,1,Sonar,Male,Black,0
kingfluffybeard,52765622,1,Bruce,Male,Red,0
thatonescenechick,52765426,1,Mirage,Female,Black,0
spiderprince7531,52765306,1,Azurys,Female,Brown,0
lNukNorWay,52765055,1,Spectre,Male,Black,0
Buenxxo,52764486,1,Indigo,Female,Black,0
kevbev67,52764064,1,Comet,Male,Brown,0
H1ghFor3ver,52763545,1,Lucifer,Male,Black,0
queenloxy,48151063,0,Dawnstar,Female,Black,0
luizfelipekassino,52445480,1,Sabath,Male,Brown,0
dogekewlked,52336519,1,Abby,Female,Black,0
egyptian_slave,52336441,1,Lockjaw,Male,Red,0
atticus_mjapan,52336323,1,Haze,Female,Black,0
epiccookieeater1,52336208,1,Indigo,Female,Brown,0
popyface20,52336125,1,Spuds,Male,Black,0
kittydani,52335987,1,Rascal,Male,Black,0
katherine0987,52335813,1,Scarlett,Female,Brown,0
thechamp27ish,52335663,1,Moon,Male,Black,0
darkness3678739,52335623,1,Flaps,Male,Black,0
zakando,52335572,1,Brutus,Male,Brown,0
zuismp,52335571,1,Rascal,Male,Red,0
klee972,52335448,1,Basil,Male,Black,0
chilli_bandit,52335353,1,Dimitri,Male,Black,0
yatoreturns,52335217,1,Blues,Male,Brown,0
aragacraft123,52335090,1,Guano,Male,Black,0
wyattmohawk,52334953,1,Matrix,Male,Black,0
den_iskold_bamse,52334844,1,Aine,Female,Brown,0
hellioss89,52334730,1,Shade,Female,Black,0
theonlineworld,36813650,0,Haze,Female,Black,0
spanishbloodypvp,52334614,1,Ash,Male,Brown,0
xTheAssassin78x,52334461,1,Sage,Female,Black,0
hayati_07,52334447,1,Angel,Male,Red,0
3jlanlol,52334333,1,Star,Female,Black,0
kn4ttteen,52334243,1,Vamp,Male,Brown,0
hatelights,52334228,1,Blues,Male,Black,0
attackonalexis,52334109,1,Lockjaw,Male,Black,0
foxwolfboris,52333904,1,Bruce,Male,Brown,0
patatas16,52333818,1,Bruce,Male,Black,0
justjerepvp,52333742,1,Wingnut,Male,Black,0
breno55bb,52333694,1,Morning,Female,Brown,0
keedyjennifer,52333618,1,Vladimir,Male,Red,0
baszieboy,52333498,1,Matrix,Male,Black,0
KristofWolfe,52333384,1,Velvet,Female,Black,0
fanatics71,52333383,1,Bruce,Male,Brown,0
Dragon_KingTV,52333322,1,Shine,Female,Black,0
xleafeh,52333206,1,Ruth,Female,Black,0
Nbhd298,52333151,1,Sonar,Male,Brown,0
tyrone450,52333101,1,Shrike,Male,Black,0
Magicman10YT,52332983,1,Harmony,Female,Black,0
salo6603,52332960,1,Mittens,Female,Brown,0
davism2105,52332472,1,Shrike,Male,Red,0
viper634gmail,52331775,1,Skye,Female,Black,0
NoFitIt,52329959,1,Mittens,Female,Black,0
siiselikuningas11,52173944,1,Comet,Male,Brown,0
Hjerpen06,52170900,1,Lucy,Female,Black,0
Bobi6767,52164602,1,Lockjaw,Male,Black,0
Laytinik,52159594,1,Drake,Male,Brown,0
SkylerWild,52156564,1,Star,Female,Black,0
catboots0101,51550020,1,Cat-Boost,Female,Black,0
SirCommunity,38410969,0,Trixy,Female,Brown,0
beastpunisher421,51547546,1,Indigo,Female,Red,0
zombiesnightout13,51547531,1,Abby,Female,Black,0
anconiogamer48,35439924,0,Darth,Male,Black,0
BigAl607,50938167,1,Angel,Male,Brown,0
FlufflesBeTheBest,49174421,1,Blade,Male,Black,0
Mineatnight123,35847861,0,Cole,Male,Black,0
headphonegraveyard,48525891,1,Siren,Female,Brown,0
MomDivine,47932876,1,Sona,Female,Black,0
bmanhero,47054553,1,Blade,Male,Black,0
spacecube26th,31471611,0,Midnight,Male,Brown,0
TarilltheMad,46879153,1,Butch,Male,Black,0
NumberlessElpeque,46877360,1,Nugget,Female,Red,0
Avenged_Soulgiver,46870114,1,Equinox,Female,Black,0
AmunGomperts,46723666,1,Guano,Male,Brown,0
daddyslittlegirl666,46698107,1,Mothra,Male,Black,0
toxickoala05,46384945,1,Sona,Female,Black,0
clauskem,46123097,1,Angel,Male,Brown,1
PorcoTunado,46110973,1,Harmony,Female,Black,0
MOOKLE_BEST_VERSION,45573835,1,Dot,Female,Black,0
WowoT,45568232,1,Skye,Female,Brown,1
xpert_the_wrst,45567356,1,Ruth,Female,Red,0
TwitchExcellency,45515097,1,Fuzz,Male,Black,0
bandanyt,45181208,1,Aine,Female,Black,0
gitarrlillan,45179785,1,Orion,Male,Brown,0
minerdude1511,44913700,1,Morticia,Female,Black,0
PixlationGaming,44907324,1,Nightmare,Male,Black,0
wheelsssss,44898341,1,Sonar,Male,Brown,0
Octostarx,44295552,1,Carmilla,Female,Black,1
Specex200,43951810,1,Orion,Male,Black,0
johnpaul79,43945927,1,Abby,Female,Brown,0
fluttershy091,43942224,1,Drake,Male,Red,0
black_burner_,43941308,1,Mirage,Female,Black,0
ichibadass,43937278,1,Lockjaw,Male,Black,0
DeniseGOLDENQUEENGODDESS,43781962,1,Equina,Female,Brown,0
Roansas,43774581,1,Impaler,Male,Black,0
Flexina,43769822,1,Lady,Female,Black,0
Jester1147,43680573,1,Lucy,Female,Brown,0
Sephiroth,43680552,1,Cookie,Female,Black,0
Brenneman17,43680537,1,Flutters,Female,Black,0
Intimae,42657283,0,Bruce,Male,Brown,0
unkidrik,43680488,1,Tiberius,Male,Red,0
monard40,43680487,1,Shrike,Male,Black,0
Dragoness_,43680351,1,Moon,Male,Black,0
Lurthis,43680002,1,Lockjaw,Male,Brown,0
littleranny123,43603119,1,Blade,Male,Black,0
emma_velthoven,43513488,1,Echo,Female,Black,0
Quote_X,43075736,1,Echo,Female,Brown,0
Awesomegamer7689,43071828,1,Dawnstar,Female,Black,0
Kinginferno24,43070812,1,Lady,Female,Black,0
ice_burg_94,42899523,1,Vulkan,Male,Brown,0
Turbomini6,42889047,1,Fuzz,Male,Red,0
rhianaerawynn,39793930,0,Rhyme,Female,Black,0
Chachava,42818155,1,Drake,Male,Black,0
insane8472,42815683,1,Scarlett,Female,Brown,0
Ishkya,42801934,1,Raine,Female,Black,0
im2spooky5u,42625479,1,Rhyme,Female,Black,0
my_knee_grows_fast_XD,42478095,1,Ripmaw,Male,Brown,0
EveIyn_McKnight,42228512,1,Aura,Female,Black,0
Zerg3rr,42193964,1,Nyx,Male,Black,0
SwedenCatboy_Gaming,42062458,1,Sabriel,female,Brown,0
Nbros44,42060977,1,Lockjaw,Male,Black,0
juju_thecoonkiller,42058684,1,Aine,Female,Red,0
fuzzyray,42044785,1,Equinox,Female,Black,0
Coleski123,41598757,1,Haze,Female,Brown,0
gassin_jewws,41582780,1,Dimitri,Male,Black,0
GmaxLittle2004,41580831,1,Dexter,Male,Black,0
ianhos,41566787,1,Dawnstar,Female,Brown,0
ZA_asinglefishYT,41562731,1,Cookie,Female,Black,0
lovetrovemew,41562462,1,Baxter,Male,Black,0
lolmanzee1,41561623,1,Midnight,Male,Brown,0
ijerice6,41561601,1,Trixy,Female,Red,0
the_rusemaster,41274459,1,Mittens,Female,Black,0
colegamerkid,39726055,0,Azurys,Female,Black,0
will_0202,41268777,1,Velvet,Female,Brown,0
Gavinovsky,41266342,1,Rhyme,Female,Black,0
GeekLeafGaming,27736915,0,Shade,Female,Black,0
Kaytrim,40235213,1,Fuzz,Male,Brown,0
katlover,40068935,1,Mirage,Female,Black,0
zoroark720,40047133,1,Skylar,Female,Black,0
concentration_camp_chris,39553021,1,Echo,Female,Brown,0
Thecoolestpanda,39550193,1,Spuds,Male,Red,0
my_dixi_rect76,39468062,1,Char,Male,Black,0
emmalov18,39455689,1,Matrix,Male,Black,0
Xmandier,39149634,1,Star,Female,Brown,0
jackoffjac,39148020,1,Drake,Male,Black,0
smellykneegrou,39147673,1,Trixy,Female,Black,0
FearlessPilot,39147558,1,Flutters,Female,Brown,0
MovingNova,39132594,1,Cole,Male,Black,0
nickem10,39132530,1,Lucifer,Male,Black,0
lj_loves_horses,39132173,1,Rhyme,Female,Brown,0
rickyjay,39120594,1,Illumina,Female,Red,0
Mooface0,39025881,1,Comet,Male,Black,0
tripgod3,39015405,1,Shine,Female,Black,0
erickelement,39008374,1,Ash,Male,Brown,0
lcewollow_come,38991263,1,Moonlight,Female,Black,0
000n1cker,38988436,1,Sabath,Male,Black,0
vmorts,38976250,1,Harmony,Female,Brown,0
DeadPine,38972841,1,Lucifer,Male,Black,0
JulianRaley,38884068,1,Moon,Male,Black,0
fkn3ggersplays,38844286,1,Angel,Female,Brown,0
gamethecupdog,38698769,1,Lucifer,Male,Red,0
matthewlang_,38696792,1,Moon,Male,Black,0
cosmicwarriorgd,38683687,1,Azurys,Female,Black,0
dpkdesign,25896465,0,Sabath,Male,Brown,0
Dread_Muffin,38669271,1,Shine,Female,Black,0
enderedgeplayz,38502638,1,Matrix,Male,Black,0
lapeeka,38502575,1,Rhyme,Female,Brown,0
tommy_and_tess_tickles,38501587,1,Siren,Female,Black,0
GoKillYourselfYouFatKunt,38500122,1,Sonar,Male,Black,0
tyraxes_dragonborn,25725609,0,Equina,Female,Brown,0
buddybear04,38490736,1,Star,Female,Black,0
blm216,38490673,1,Matrix,Male,Red,0
MarauderPirate,38467902,1,Aura,Female,Black,0
sonny_prettyboi,38466141,1,Ripmaw,Male,Brown,0
xIsabellxx,38462077,1,Iris,Female,Black,0
Fluentchaos,38430846,1,Vamp,Male,Black,0
behappy22,38246816,1,Moonlight,Female,Brown,0
MrStakvik,38176788,1,Midnight,Male,Black,0
kari_mysac123,38176772,1,Lockjaw,Male,Black,0
jennatools43,38176772,1,Skylar,Female,Brown,0
fishy_puss,38176723,1,Violet,Female,Black,0
ridgureizgay,38176523,1,Angel,Male,Red,0
Epicgirl20,38172136,1,Lady,Female,Black,0
killallbeanswhitepower,25391594,0,Booboo,Male,Brown,0
Greycrescent,35780372,0,Spuds,Male,Black,0
Trayaurus_says_hi,37986749,1,Ash,Male,Black,0
TiTLEUP,37938077,1,Siren,Female,Brown,0
Theskellyassassin,24075084,0,Draculon,Male,Black,0
nickcool9999,37718052,1,Vulkan,Male,Black,0
marsbars8795_za,37717959,1,Dimitri,Male,Brown,1
Fars__Legacy,24870532,0,Mittens,Female,Red,0
Festivities,37644432,1,Ridgure,Male,Black,0
pninja12,24870471,0,Star,Female,Black,0
grimmtera777,37644402,1,Indigo,Female,Brown,0
WibbletheDuck,37644386,1,Shrike,Male,Black,0
Galexantiocletos,37644370,1,Moonlight,Female,Black,0
ShastaHun,37644363,1,Angel,Male,Brown,0
alisenpai,37644346,1,Shine,Female,Black,0
xIWestie,24870406,0,Giggles,Female,Black,0
Molwiz,37644275,1,Dimitri,Male,Brown,0
Ryanestrasz,37644069,1,Lady,Female,Red,0
Siakon,37644033,1,Nibbles,Female,Black,0
Trotter93,37643841,1,Shade,Female,Black,0
silentmygameing123,37642724,1,Ripmaw,Male,Brown,0
Sharkie_,37642558,1,Spectre,Male,Black,0
Grim_Decisions,37642140,1,Guano,Male,Black,0
CrossMyDNA,37636595,1,Haze,Female,Brown,0
Sarainia_KR_Angelsong,37636506,1,Abby,Female,Black,0
kaptainkamper,37636473,1,Iris,Female,Black,0
SwayJEDI,37636466,1,Equina,Female,Brown,0
Sleeper777,37636425,1,Shade,Female,Red,0
Bastet369,37636424,1,Giggles,Female,Black,0
Lianne669,37636392,1,Giggles,Female,Black,0
v999mom,37636374,1,Skye,Female,Brown,0
JakeO,37636362,1,Lucifer,Male,Black,0
Mark_Bodger,37636318,1,Bruce,Male,Black,0
absolut_kali,37636314,1,Orion,Male,Brown,0
Lady_Kittia,37636304,1,Wingnut,Male,Black,0
KGTheNumbers,37636205,1,Lucy,Female,Black,0
HazelRah89,37636176,1,Echo,Female,Brown,0
Shutupandminewithme,37636041,1,Vladimir,Male,Red,0
The_Sith_Empire,37635508,1,Aura,Female,Black,0
princess___lissy,24860466,0,Mirage,Female,Black,1
Ted_E,37628876,1,Star,Female,Brown,0
whiterose11,37377033,1,Twilight,Female,Black,0
somedestinyperson,37365627,1,Raine,Female,Black,0
Ababail,37359718,1,Blues,Male,Brown,0
