Username,FollowLength,IsFollower,BatName,BatGender,BatColor,0
zoroark720,27255196,1,Skylar,Female,Black,0
concentration_camp_chris,26761084,1,Echo,Female,Brown,0
Thecoolestpanda,26758256,1,Spuds,Male,Red,0
my_dixi_rect76,26676125,1,Char,Male,Black,0
emmalov18,26663752,1,Matrix,Male,Black,0
Xmandier,26357697,1,Star,Female,Brown,0
jackoffjac,26356083,1,Drake,Male,Black,0
smellykneegrou,26355736,1,Trixy,Female,Black,0
FearlessPilot,26355621,1,Flutters,Female,Brown,0
MovingNova,26340657,1,Cole,Male,Black,0
nickem10,26340593,1,Lucifer,Male,Black,0
lj_loves_horses,26340236,1,Rhyme,Female,Brown,0
rickyjay,26328657,1,Illumina,Female,Red,0
Mooface0,26233944,1,Comet,Male,Black,0
tripgod3,26223468,1,Shine,Female,Black,0
erickelement,26216437,1,Ash,Male,Brown,0
lcewollow_come,26199326,1,Moonlight,Female,Black,0
000n1cker,26196499,1,Sabath,Male,Black,0
vmorts,26184313,1,Harmony,Female,Brown,0
DeadPine,26180904,1,Lucifer,Male,Black,0
JulianRaley,26092131,1,Moon,Male,Black,0
fkn3ggersplays,26052349,1,Angel,Female,Brown,0
gamethecupdog,25906832,1,Lucifer,Male,Red,0
matthewlang_,25904855,1,Moon,Male,Black,0
cosmicwarriorgd,25891750,1,Azurys,Female,Black,0
dpkdesign,25878465,1,Sabath,Male,Brown,0
Dread_Muffin,25877334,1,Shine,Female,Black,0
enderedgeplayz,25710701,1,Matrix,Male,Black,0
lapeeka,25710638,1,Rhyme,Female,Brown,0
tommy_and_tess_tickles,25709650,1,Siren,Female,Black,0
GoKillYourselfYouFatKunt,25708185,1,Sonar,Male,Black,0
tyraxes_dragonborn,25707609,1,Equina,Female,Brown,0
buddybear04,25698799,1,Star,Female,Black,0
blm216,25698736,1,Matrix,Male,Red,0
MarauderPirate,25675965,1,Aura,Female,Black,0
sonny_prettyboi,25674204,1,Ripmaw,Male,Brown,0
xIsabellxx,25670140,1,Iris,Female,Black,0
Fluentchaos,25638909,1,Vamp,Male,Black,0
behappy22,25454879,1,Moonlight,Female,Brown,0
MrStakvik,25384851,1,Midnight,Male,Black,0
kari_mysac123,25384835,1,Lockjaw,Male,Black,0
jennatools43,25384835,1,Skylar,Female,Brown,0
fishy_puss,25384786,1,Violet,Female,Black,0
ridgureizgay,25384586,1,Angel,Male,Red,0
Epicgirl20,25380199,1,Lady,Female,Black,0
killallbeanswhitepower,25373594,1,Booboo,Male,Brown,0
Greycrescent,25274310,1,Spuds,Male,Black,0
Trayaurus_says_hi,25194812,1,Ash,Male,Black,0
TiTLEUP,25146140,1,Siren,Female,Brown,0
Theskellyassassin,24075084,0,Draculon,Male,Black,0
nickcool9999,24926115,1,Vulkan,Male,Black,0
marsbars8795_za,24926022,1,Dimitri,Male,Brown,1
Fars__Legacy,24852532,1,Mittens,Female,Red,0
Festivities,24852495,1,Ridgure,Male,Black,1
pninja12,24852471,1,Star,Female,Black,0
grimmtera777,24852465,1,Indigo,Female,Brown,0
WibbletheDuck,24852449,1,Shrike,Male,Black,0
Galexantiocletos,24852433,1,Moonlight,Female,Black,0
ShastaHun,24852426,1,Angel,Male,Brown,0
alisenpai,24852409,1,Shine,Female,Black,0
xIWestie,24852406,1,Giggles,Female,Black,0
Molwiz,24852338,1,Dimitri,Male,Brown,0
Ryanestrasz,24852132,1,Lady,Female,Red,0
Siakon,24852096,1,Nibbles,Female,Black,0
Trotter93,24851904,1,Shade,Female,Black,0
silentmygameing123,24850787,1,Ripmaw,Male,Brown,0
Sharkie_,24850621,1,Spectre,Male,Black,0
Grim_Decisions,24850203,1,Guano,Male,Black,0
CrossMyDNA,24844658,1,Haze,Female,Brown,0
Sarainia_KR_Angelsong,24844569,1,Abby,Female,Black,0
kaptainkamper,24844536,1,Iris,Female,Black,0
SwayJEDI,24844529,1,Equina,Female,Brown,0
Sleeper777,24844488,1,Shade,Female,Red,0
Bastet369,24844487,1,Giggles,Female,Black,0
Lianne669,24844455,1,Giggles,Female,Black,0
v999mom,24844437,1,Skye,Female,Brown,0
JakeO,24844425,1,Lucifer,Male,Black,0
Mark_Bodger,24844381,1,Bruce,Male,Black,0
absolut_kali,24844377,1,Orion,Male,Brown,0
Lady_Kittia,24844367,1,Wingnut,Male,Black,0
KGTheNumbers,24844268,1,Lucy,Female,Black,0
HazelRah89,24844239,1,Echo,Female,Brown,0
Shutupandminewithme,24844104,1,Vladimir,Male,Red,0
The_Sith_Empire,24843571,1,Aura,Female,Black,0
princess___lissy,24842466,1,Mirage,Female,Black,0
Ted_E,24836939,1,Star,Female,Brown,0
whiterose11,24585096,1,Twilight,Female,Black,0
somedestinyperson,24573690,1,Raine,Female,Black,0
Ababail,24567781,1,Blues,Male,Brown,0
Blackwolfster,24562312,1,Nugget,Female,Black,0
Pracer73,24345052,1,Dexter,Male,Black,0
sharkana321,2309620,1,Cole,Male,Brown,0
Teacupika,24242285,1,Ash,Male,Black,0
Wookiee_93,24242233,1,Rascal,Male,Red,0
tex0r,24242038,1,Dawnstar,Female,Black,0
TheCazadorSniper,24240575,1,Butch,Male,Brown,0
W0lfking69,24232768,1,Matrix,Male,Black,0
AapgScorpion,24152953,1,Blade,Male,Black,0
DarkQueenO_O,24152952,1,Cerulean,Female,Brown,0
honorary68,24152904,1,Impaler,Male,Black,0
dajuniorxdx,23958174,1,Velvet,Female,Black,0
bodada104,23948560,1,Booboo,Male,Brown,0
mattarnold06,23926443,1,Iris,Female,Red,0
ghazle9,23630133,1,Morticia,Female,Black,0
thomaskellogg15,23620525,1,Sonar,Male,Black,0
superstarreader,23229824,1,Brutus,Male,Brown,0
yaboiinickgur65,23217180,1,Sage,Female,Black,0
BUSCUR51,23212498,1,Guano,Male,Black,0
junklife_,23208174,1,Nightmare,Male,Brown,0
dashthegamer___,23206793,1,Violet,Female,Black,0
rst_poptart,23123393,1,Archangel,Male,Black,0
camburrit2,23122729,1,Vamp,Male,Brown,0
Lillypopcorn,23119621,1,Nightmare,Male,Red,0
TeamFyro,23107827,1,Ivy,Female,Black,0
marleythebarbarian,22762310,1,Skylar,Female,Black,0
chessy68,22161861,0,Raine,Female,Brown,0
ObscureNorwegianGamer,22554361,1,Skylar,Female,Black,0
Superfraggle,22504450,1,Archangel,Male,Black,0
joshie__,22460924,1,Drake,Male,Brown,0
TheOptionalOath,22448423,1,Shrike,Male,Black,0
WorstoftheWorst,22448415,1,Lucy,Female,Black,0
bqqcc,22448341,1,Indigo,Female,Brown,0
lepustheevil,22435873,1,Shrike,Male,Red,0
skolaider,22433662,1,Archangel,Male,Black,0
jacklamont_,22427765,1,Shrike,Male,Black,0
UpgrowthDevelopment,22342613,1,Brutus,Male,Brown,0
Kwifenator,22281654,1,Ivy,Female,Black,0
IvanOffalich,21993346,1,Spectre,Male,Black,0
awkwardxbby,21983075,1,Aura,Female,Brown,0
RetroPuppet,21744055,1,Fuzz,Male,Black,0
rustynikkerz,21667672,1,Nightmare,Male,Black,0
hampe0413,21650399,1,Flaps,Male,Brown,0
john_ray_pinger,21645088,1,Nibbles,Female,Red,0
urypides0721,21622837,1,Spuds,Male,Black,0
eye_eatass,21418755,1,Drake,Male,Black,0
Natureboymanning55,21390389,1,Aura,Female,Brown,0
Daanaas,21336054,1,Echo,Female,Black,0
IvoryDragons,21266566,1,Moon,Male,Black,0
Ellisair,21218715,1,Vulkan,Male,Brown,0
KLovesHugz,21204557,1,Screech,Male,Black,0
BaconlegsAndBluStar,20973431,1,Raine,Female,Black,0
BlushingCrafter,20550917,1,Ivy,Female,Brown,0
jacoffjac,20435687,1,Iris,Female,Red,0
killallnygerians15,20012402,1,Vulkan,Male,Black,0
grimli,19956612,1,Vamp,Male,Black,0
BraindeadSurki,19420755,1,Illumina,Female,Brown,0
xxautisticwolfxx,19418088,1,Impaler,Male,Black,0
themanuel111,19413171,1,Shrike,Male,Black,0
lepus_james_tula,19411666,1,Equina,Female,Brown,0
suuuuch,19410680,1,Darth,Male,Black,0
queenfairylivingdeadgurrl,19409672,1,Equina,Female,Black,0
BugMacgregor,19404880,1,Wingnut,Male,Brown,1
SilverServerT,19189967,1,Iris,Female,Black,0
jayson69699,19189932,1,Rascal,Male,Red,0
GizmoTheHerow,19185570,1,Angel,Male,Black,0
D3athb0b,19185547,1,Comet,Male,Brown,0
Lt1489,19185540,1,Morticia,Female,Black,0
sagathes134,19185505,1,Harmony,Female,Black,0
gruntfodder,19185505,1,Skylar,Female,Brown,0
Narinja1,19185504,1,Velvet,Female,Black,0
Poxun1,19185474,1,Ivy,Female,Black,0
jl456lj,19185371,1,Nightmare,Male,Brown,0
Cusses,19185247,1,Booboo,Male,Red,0
GraylyRain,19184721,1,Cerulean,Female,Black,0
DaleDalemoimoi,19180376,1,Lucifer,Male,Black,0
dontbanmepleasey,19180100,1,Mittens,Female,Brown,0
therealak69420,19108923,1,Equinox,Female,Black,0
BigBoiNoNo,19089345,1,Ash,Male,Black,0
federico04039,19089145,1,Dimitri,Male,Brown,0
edytedy2003,19085220,1,Siren,Female,Black,0
xxxmarkeem,19085160,1,Velvet,Female,Black,0
mrschwiftyrick,19084095,1,Sabath,Male,Brown,0
Mgreener87,19082689,1,Lady,Female,Red,0
asilentking,18513128,1,Sage,Female,Black,0
LizzieUllman97,18513112,1,Archangel,Male,Black,0
syncereandgames,18499771,1,Dot,Female,Brown,0
Xobias,18497436,1,Abby,Female,Black,0
jackepaulmurchlinkinbio,18198801,1,Mittens,Female,Black,0
MyNameIsGadda,18196549,1,Siren,Female,Brown,0
mrsdanville,18022965,1,Iris,Female,Black,0
miss_undastood,17683188,1,Drake,Male,Black,0
StevePlays_HD,17603584,1,Giggles,Female,Brown,0
TheMysteriousLizzy,17603533,1,Azurys,Female,Black,0
denizburgas13,17601562,1,Butch,Male,Red,0
sarah_h92,17601543,1,Star,Female,Black,0
MadeYouLeaveTV,16333139,0,Dawnstar,Female,Brown,0
ditto999,17592130,1,Spuds,Male,Black,0
krazybutkool,17427809,1,Booboo,Male,Black,0
TheBasicz12345,17424879,1,Impaler,Male,Brown,0
mmaxamms,17268479,1,Glenn,Male,Black,0
kookiemonsteh,17264452,1,Dimitri,Male,Black,0
SuperCatPerson,17245131,1,Mittens,Female,Brown,0
ItJustSteph,17230473,1,Cookie,Female,Red,0
jalynn_mean15,17184324,1,Comet,Male,Black,0
afafafafafafafaf,17176136,1,Raine,Female,Black,0
YukiBloodbornGaming,17174404,1,Spectre,Male,Brown,0
Hoenir_the_Silent,17171270,1,Ivy,Female,Black,0
dd92759912,17161216,1,Azar,Male,Black,0
imacidic10,17156325,1,Ash,Male,Brown,0
i_likeyorkhawk,17114575,1,Sona,Female,Black,0
andrew7077,17103982,1,Mirage,Female,Black,0
brodyjamesshanehall,17076259,1,Grey,Male,Brown,0
okaykamrynwolff69,17014448,1,Indigo,Female,Black,0
bigassbrodyjameshall,17012278,1,Sade,Female,Red,0
oddzzy,17010931,1,Dawnstar,Female,Black,0
huddledangel0319,17000004,1,Bandetta,Female,Brown,0
kbitliar,16990091,1,Vladimir,Male,Black,0
brodyjameshall300bounds,16939753,1,Fuzz,Male,Black,0
icewallowd_come,16937809,1,Sonar,Male,Brown,0
mattypringle,16932245,1,Shrike,Male,Black,0
ZayonPlay,16930646,1,Archangel,Male,Black,0
erasrhead,16929399,1,Violet,Female,Brown,0
Braelynnx,16929292,1,Violet,Female,Red,0
Kerazene,16927624,1,Dimitri,Male,Black,0
ZeliardFTW,16927605,1,Matrix,Male,Black,0
angelov222,16506349,0,Rhyme,Female,Brown,0
luxanadian,16922665,1,Impaler,Male,Black,0
kill_tha_juice_1,16915436,1,Cookie,Female,Black,0
alavni_gerkhak,16912973,1,Mirage,Female,Brown,0
robloxminecrafter1,16853367,1,Vamp,Male,Black,0
Ludi_,16851391,1,Impaler,Male,Black,0
waffleplayslife,16843770,1,Morticia,Female,Brown,0
COAAOL,16842999,1,Vulkan,Male,Red,0
hawkmagpie,16834881,1,Cookie,Female,Black,0
saaaaadude234,16828077,1,Cerulean,Female,Black,0
Theosevis_,16815137,1,Ripmaw,Male,Brown,0
blueflame_91yt,16766943,1,Dimitri,Male,Black,0
cartuneman_1,16762522,1,Brutus,Male,Black,0
aid210,16747651,1,Sonar,Male,Brown,0
Sariana123,16743178,1,Moonlight,Female,Black,0
mr_ace0,16739622,1,Sabath,Male,Black,0
icewallowcome471,16737157,1,Raine,Female,Brown,0
jakewalker1904,16566396,1,Velvet,Female,Black,0
ilovetutti69,16562202,1,Tiberius,Male,Red,0
wowbobby11,16561315,1,Rhyme,Female,Black,0
burnprogamer,16560756,1,Drake,Male,Brown,0
emretok511,16491794,1,Dexter,Male,Black,0
xanaxlegeny,16300189,1,Violet,Female,Black,0
prestonplayzman,16237264,1,Mittens,Female,Brown,0
icewalow_come_20,16235712,1,Azurys,Female,Black,0
savage_wolf678,16228554,1,Harmony,Female,Black,0
Thexbox360lover,16227401,1,Sona,Female,Brown,0
ihatemylifesomuch157,16219040,1,Moonlight,Female,Black,0
Iampftw,16215903,1,Nugget,Female,Red,0
sebakiku,16098013,1,Ash,Male,Black,0
Farklez1128,15911833,1,Rascal,Male,Brown,0
supervirusbot,15908806,1,Lucifer,Male,Black,0
Marklock3_tv,15907415,1,Nyx,Male,Black,0
daineexgt,15905419,1,Flutters,Female,Brown,0
schaamhaarlikken,15901551,1,Wingnut,Male,Black,0
zipbowl625,15898109,1,Abby,Female,Black,0
theowneroftwich,15897616,1,Shrike,Male,Brown,0
ender_acid,15894846,1,Comet,Male,Red,0
maballzitch69,15893964,1,Sonar,Male,Black,0
secondowneroftwich,15891860,1,Azurys,Female,Black,0
DreamDog00,15891259,1,Mittens,Female,Brown,0
cazylady122,15890657,1,Butch,Male,Black,0
winter_4life,15890566,1,Shade,Female,Black,0
kermit_thefwog,15890220,1,Nugget,Female,Brown,0
knee_growwwzz,15886270,1,Violet,Female,Black,0
naturelover1,15883549,1,Vulkan,Male,Black,0
theownerofridgure,15787324,1,Shadow,Male,Brown,0
risguregotohell,15787055,1,Dawnstar,Female,Black,0
jazdogg,15746024,1,Matrix,Male,Red,0
voidyblade,15745631,1,Mothra,Male,Black,0
OZMrMagic,15653185,1,Blues,Male,Brown,0
kitjasper09,15644698,1,Abby,Female,Black,0
twitch_loves_the_gas_room,15643177,1,Brutus,Male,Black,0
Vidat001,15641914,1,Star,Female,Brown,0
Hannukkah_Celt,15641891,1,Harmony,Female,Black,0
OrigamiGuy2,15641860,1,Lucy,Female,Black,0
TrubuTV,15638209,1,Morning,Female,Brown,0
AudaciousTaborAddams,12339398,1,Skylar,Female,Red,0
framingtheframed,12024726,1,Twilight,Female,Black,0
tribun793nilsonn,11933705,1,Angel,Female,Black,0
pupgirl22,11513098,1,Dimitri,Male,Brown,0
kilderine,11444517,1,Cerulean,Female,Black,0
CerlsJnr,869237,1,Dawnstar,Female,Black,0
ztdiaz,5591562,1,Azar,Male,Brown,0
SirGrumples,5348876,1,Sage,Female,Black,0
puppygirl246810,5337902,1,Lucy,Female,Black,0
mike3292,5337860,1,Harmony,Female,Brown,0
mimimindy,5337826,1,Comet,Male,Red,0
thalion_pelargor,5277648,1,Nightmare,Male,Black,0
dutchtr0ll,3556790,0,Bandetta,Female,Black,0
liza_m,5236996,1,Shadow,Male,Brown,0
TheRevolver_13,5153575,1,Grey,Male,Black,0
riboture,2048806,0,Ivy,Female,Black,1
ririthepanda,3737226,1,cuddles,Female,Brown,0
puplova2014,3737224,1,Skylar,Female,Black,0
a_Kats,1870061,0,Flapper_Flop,Female,Black,0
MisterAcharyz,3737139,1,Lucifer,Male,Brown,0
vuth22,3204873,1,Baxter,Male,Red,0
a_lot_of_seaman,3194618,1,Scarlett,Female,Black,0
erugdir,1453310,0,Lucy,Female,Black,0
KillerHusky1231,3106712,1,Dexter,Male,Brown,0
snook35,3043539,1,Dawnstar,Female,Black,0
Shaydow_Jinxx,3038283,1,Dexter,Male,Black,0
Jax_Macky,3038234,1,Sage,Female,Brown,0
JakeD1999_,3038132,1,Rhyme,Female,Black,0
evjx2jqm,3036467,1,Impaler,Male,Black,0
TheCraftyDawg,3025490,1,Azar,Male,Brown,0
zzingerr_android,3024030,1,Ivy,Female,Red,0
julianrauh,3021947,1,Sade,Female,Black,0
leomar111,3021761,1,Aura,Female,Black,0
metikous,3020580,1,Echo,Female,Brown,0
uriah0805,3019061,1,Aine,Female,Black,0
yuhannxd,3018177,1,Archangel,Male,Black,0
Hailgamming,3016970,1,Echo,Female,Brown,0
Of_The_Goats,3016219,1,Flutters,Female,Black,0
S4rc4sticIsland,3014693,1,Giggles,Female,Black,0
mye36m3,3011317,1,Char,Male,Brown,0
EmberSummers798,277534,0,Blade,Male,Black,0
nevyncholerny,3004666,1,Velvet,Female,Red,0
jacquipitch,2952451,1,Blade,Male,Black,0
xx_im_dead_inside_xx,2949590,1,Lucifer,Male,Brown,0
farmer_andy123,2942667,1,Lucifer,Male,Black,0
MinecraftCoochie,212996,0,Ruth,Female,Black,0
screwtheipad,2941431,1,Cookie,Female,Brown,0
Kxnekiiiiii,2939231,1,Impaler,Male,Black,1
orignalzzgaming,2938501,1,Dawnstar,Female,Black,0
iiilaurxn,2936970,1,Dimitri,Male,Brown,0
specularmango56,2932955,1,Dimitri,Male,Red,0
eeeetes,2930230,1,Velvet,Female,Black,0
thequietestgirl,2921343,1,Nightmare,Male,Black,0
realcloudyplayz,65011859,1,Shade,Female,Brown,0
Agamnone,64920364,1,Dimitri,Male,Black,0
deejcoastal,39542691,1,Azurys,Female,Black,0
anconioHD,38168965,1,Rhyme,Female,Brown,0
SpaceCube26th,34200652,1,Indigo,Female,Black,0
Ember798,3006575,1,Vulkan,Male,Black,0
reninsane,2690768,1,Butch,Male,Brown,0
BananaPopsikul,2685276,1,Luna,Female,Black,1
shadowofmayhems,966741,0,Flaps,Male,Red,0
Lothrazar,2661755,1,Siren,Female,Black,0
okaybiscuit7528,2634836,1,Shadow,Male,Brown,0
SeeGlass,2634790,1,Mothra,Male,Black,0
unsafecoderedttv,766878,0,Aura,Female,Black,0
atalatala,2628423,1,Haze,Female,Brown,0
mikedixiewrecked,2628378,1,Nibbles,Female,Black,0
janijohns,2627613,1,Haze,Female,Black,0
you_drunkgohome,2626605,1,Cerulean,Female,Brown,0
beardedbuffalofann,2625445,1,Sade,Female,Red,0
xxshasowxx6092,2622735,1,Brutus,Male,Black,0
kupaliciousgaming,2503735,1,Orion,Male,Black,0
elis7272,2503710,1,Angel,Male,Brown,0
dominikpavlovic,2500441,1,Sabath,Male,Black,0
liamthelion12345,2498133,1,Ruth,Female,Black,0
brooklynthegamer4,2494341,1,Basil,Male,Brown,0
janoxplayz,2490056,1,Echo,Female,Black,0
gintaraszaza1,2489760,1,Trixy,Female,Black,0
ZodoTurtle,2489754,1,Archangel,Male,Brown,0
6demonai,2486143,1,Skylar,Female,Red,0
souba_2,2467025,1,Moonlight,Female,Black,0
Samasina,2434442,1,Morticia,Female,Black,0
tgf_guru,2430297,1,Shade,Female,Brown,0
candiesnotsfeetinyourmowt,2420805,1,Cole,Male,Black,0
faithlead,2411994,1,Basil,Male,Black,0
KAS_Sprmcy,414016,0,Dimitri,Male,Brown,0
JB_Warsmith,2403416,1,Perturabo,Male,Black,0
LegendarySkar,2403384,1,Nightmare,Male,Black,0
jcgaming2645,2322374,1,Raine,Female,Brown,0
gbae13train24,2321858,1,Nightmare,Male,Black,0
slendermanirl,2315386,1,Lady,Female,Red,0
raven_does_twitch,2313521,1,Draculon,Male,Black,0
imaginemomos,2309704,1,Velvet,Female,Brown,0
sgtmack_,2309692,1,Matrix,Male,Black,0
